gene,score,logfoldchange,pval,pval_adj,pct_nz_group,subtype
IL15RA,2.9961689,0.25438923,0.002733950493135252,0.1811171416987288,0.25,Naive/resting T cell
SAMHD1,2.9651885,0.07233527,0.0030249760094344467,0.198204244876983,0.9138316920322291,Naive/resting T cell
LSP1,2.94521,0.1470981,0.0032273545543168424,0.20967698064789173,0.4758281110116383,Naive/resting T cell
MYCBP2-AS1,2.9417489,0.24551135,0.003263645977030961,0.21159304751084063,0.29565801253357205,Naive/resting T cell
TCF25,2.938451,0.11121382,0.003298568641335194,0.21296982597168307,0.6398836168307968,Naive/resting T cell
AP003086.1,2.924207,0.118560776,0.0034533513013571926,0.2220419266492476,0.6653983885407341,Naive/resting T cell
LRP1,2.9230185,0.1227173,0.003466558468520957,0.22243154544406638,0.6474932855863921,Naive/resting T cell
DDX5,2.9095283,0.04896572,0.0036197472876247434,0.23083306473541398,0.9268128916741272,Naive/resting T cell
RPL14,2.8970747,0.15529068,0.003766601335198457,0.23873041456492053,0.4574753804834378,Naive/resting T cell
TMA7,2.8931947,0.30423185,0.003813449314924319,0.2412084200822049,0.21821844225604298,Naive/resting T cell
IL10RA,2.881395,0.1183218,0.003959190878582869,0.249412996237852,0.6121307072515667,Naive/resting T cell
LMTK2,2.8728933,0.20971632,0.004067315006100959,0.25372424252515924,0.32699194270367055,Naive/resting T cell
UQCRH,2.8705525,0.32985678,0.004097551564678651,0.254522564257085,0.18285586392121755,Naive/resting T cell
CPB2-AS1,2.869731,0.18583009,0.004108210951845672,0.25467634426581137,0.3869740376007162,Naive/resting T cell
SMCHD1,2.8681638,0.056906223,0.004128616402308548,0.25543248994004375,0.9538943598925694,Naive/resting T cell
TRIM5,2.8607228,0.34090367,0.004226764012887213,0.2609859049227184,0.20120859444941808,Naive/resting T cell
CAMK2D,2.8593512,0.14140236,0.0042450870287769156,0.2612191316701223,0.5948970456580125,Naive/resting T cell
CROCC,2.8545818,0.18745516,0.004309353468793551,0.2645110058162826,0.37958818263205013,Naive/resting T cell
COX7C,2.8504426,0.26050073,0.004365843531022031,0.266402060167462,0.23343777976723365,Naive/resting T cell
SAT1,2.8456774,0.0778964,0.004431708516911454,0.2693647832935243,0.9610564010743062,Naive/resting T cell
NFKBIA,2.8234499,0.105925456,0.004750985536616282,0.2859780849119897,0.7309758281110116,Naive/resting T cell
U62317.4,2.8208818,0.7286593,0.004789184641027662,0.28661428082457857,0.08930170098478066,Naive/resting T cell
CD99,2.8197613,0.1366967,0.004805939188388633,0.28706492810490264,0.461727842435094,Naive/resting T cell
OASL,2.8017807,1.1553891,0.005082140017659219,0.3024019069781165,0.06535362578334826,Naive/resting T cell
LY6E,2.7905912,0.56506145,0.005261186265480444,0.3103624518605625,0.11615935541629364,Naive/resting T cell
ACTR2,2.7870622,0.055659812,0.005318827334958405,0.31289585380700485,0.9299462846911369,Naive/resting T cell
LILRB2,2.7840912,0.17397222,0.0053677915236535504,0.31513320883429397,0.37846911369740377,Naive/resting T cell
ARHGDIA,2.7823088,0.220885,0.005397365048479392,0.31513320883429397,0.27618621307072516,Naive/resting T cell
C5orf56,2.7771688,0.19738773,0.005483470867897973,0.3165581646382743,0.3281110116383169,Naive/resting T cell
LAPTM5,2.777129,0.07156918,0.0054841436921464985,0.3165581646382743,0.8581020590868398,Naive/resting T cell
SON,2.7767818,0.09141897,0.005490000408044718,0.3165581646382743,0.7511190689346464,Naive/resting T cell
SRGN,2.7767022,0.05003065,0.00549134757732257,0.3165581646382743,0.9876902417188899,Naive/resting T cell
EFHD2,2.7760441,0.1473356,0.005502473113746408,0.3165581646382743,0.43106535362578335,Naive/resting T cell
TNFRSF14,2.759256,0.26291025,0.00579331333740268,0.3289925384306047,0.23008057296329454,Naive/resting T cell
TNFAIP2,2.7551646,0.104097225,0.005866261180993055,0.331923723550007,0.7076991942703671,Naive/resting T cell
TMBIM6,2.7477236,0.11205819,0.006001057735037476,0.33832050129414176,0.5767681289167412,Naive/resting T cell
RBMX,2.7448564,0.16870841,0.006053737457540644,0.340673254391799,0.38473589973142347,Naive/resting T cell
CD86,2.7432175,0.12642398,0.0060840374037291565,0.3417603682383598,0.5966875559534467,Naive/resting T cell
NLRC5,2.7410722,0.15599857,0.006123906526898553,0.34338012813888824,0.3995076096687556,Naive/resting T cell
YWHAB,2.7251492,0.10138194,0.006427242454416045,0.3590947669325446,0.664503133393017,Naive/resting T cell
FANCL,2.7215881,0.38974077,0.006496903599954973,0.3610422143403549,0.1566696508504924,Naive/resting T cell
EPG5,2.7189364,0.1493238,0.006549219311403602,0.3620930619368051,0.4270367054610564,Naive/resting T cell
NAPA,2.7112403,0.20875837,0.006703205076590294,0.3685578480273674,0.290734109221128,Naive/resting T cell
AC103591.3,2.7091227,0.26318425,0.00674613816721319,0.37026423238743295,0.2607430617726052,Naive/resting T cell
EIF3G,2.6981008,0.29496968,0.0069736334151013655,0.3800691276321445,0.20031333930170098,Naive/resting T cell
ARL6IP4,2.6768224,0.26839945,0.00743240182673149,0.4001666865880345,0.22761862130707253,Naive/resting T cell
ARHGEF2,2.6594281,0.17937581,0.007827343590528751,0.41567735927859173,0.36078782452999103,Naive/resting T cell
SELL,2.658798,0.23282984,0.007841995569355194,0.4157460002015906,0.24507609668755595,Naive/resting T cell
FCER1G,2.6513531,0.14178054,0.008016999861879431,0.4228627723757422,0.4268128916741271,Naive/resting T cell
TRIM14,2.6483743,0.2315238,0.008087994208094388,0.4258855833433119,0.25022381378692926,Naive/resting T cell
PIM3,2.6319249,0.32499418,0.00849026082058174,0.44109668904257715,0.18352730528200537,Naive/resting T cell
TSPO,2.62836,0.1753827,0.008579766814472221,0.44500390544395924,0.36347358997314233,Naive/resting T cell
PRPF3,2.6214652,0.21664277,0.008755268462906706,0.45035364391017635,0.272829006266786,Naive/resting T cell
PSTPIP2,2.620237,0.13028578,0.00878686637918778,0.45123313815234933,0.5445389435989257,Naive/resting T cell
HLA-F,2.6178803,0.1699042,0.008847782910282754,0.453612856948928,0.33191584601611457,Naive/resting T cell
LGALS1,2.6115758,0.19876128,0.009012601023642947,0.4605453922098005,0.2943151298119964,Naive/resting T cell
PTP4A2,2.6059172,0.092649415,0.009162859599586298,0.4670116402298714,0.6801700984780662,Naive/resting T cell
WAS,2.6036682,0.25881755,0.009223200148841428,0.46849316422614024,0.22135183527305283,Naive/resting T cell
PIK3CD,2.5852013,0.12904432,0.009732219119628124,0.4882497908442983,0.4700089525514772,Naive/resting T cell
SERBP1,2.5848184,0.1579908,0.009743030852002225,0.4882497908442983,0.37779767233661593,Naive/resting T cell
MBOAT7,2.5812135,0.24261849,0.009845367536437654,0.4925849481253051,0.2540286481647269,Naive/resting T cell
PKM,2.5793114,0.11552834,0.009899751083563339,0.49408327077844244,0.5158907788719785,Naive/resting T cell
XRN1,2.5790563,0.08045797,0.009907068154426352,0.49408327077844244,0.7334377797672337,Naive/resting T cell
RPS7,2.57451,0.12738146,0.010038213219216243,0.49982271261121514,0.43643688451208595,Naive/resting T cell
EIF1B,2.5639307,0.3121722,0.010349416671764481,0.5136743968505751,0.18039391226499552,Naive/resting T cell
CEBPB,2.5631013,0.15341638,0.010374174759910358,0.5140833097586153,0.403088630259624,Naive/resting T cell
SERP1,2.5602663,0.17526041,0.010459203035008158,0.5174728115253638,0.3173679498657117,Naive/resting T cell
RAB12,2.5586271,0.11657575,0.010508636697613382,0.5190932921106801,0.508952551477171,Naive/resting T cell
FCGR2A,2.5514493,0.15676679,0.010727591413115878,0.5265656857668236,0.3764547896150403,Naive/resting T cell
CD63,2.549268,0.165733,0.010794928187422783,0.529036480618263,0.34534467323187107,Naive/resting T cell
ZNFX1,2.5441,0.1371559,0.010955970242961442,0.5360845816996228,0.4288272157564906,Naive/resting T cell
DDX60,2.5419188,0.40372512,0.01102457918614202,0.5385948261738456,0.1378692927484333,Naive/resting T cell
SEC11A,2.5370817,0.13283174,0.0111780864553227,0.5443850555393465,0.4057743957027753,Naive/resting T cell
USP3-AS1,2.5352712,0.11221544,0.011236027368926694,0.5463518308140606,0.5619964189794091,Naive/resting T cell
TAGAP,2.5330582,0.24963881,0.011307220424098307,0.546448332384049,0.229632945389436,Naive/resting T cell
FLNA,2.5322766,0.10038848,0.011332458008641428,0.5467691367890252,0.5720680393912265,Naive/resting T cell
AC018682.1,2.530502,0.34892157,0.011389943385551523,0.5486920095330703,0.16942703670546105,Naive/resting T cell
IFIH1,2.5292737,0.23914082,0.011429882459711768,0.549764980133277,0.25604297224709044,Naive/resting T cell
RBM27,2.5053077,0.15166704,0.012234488466293374,0.5803195501134261,0.4012981199641898,Naive/resting T cell
HSP90AB1,2.5048132,0.16568524,0.012251604897960185,0.5803195501134261,0.33997314234556847,Naive/resting T cell
BRI3,2.4986763,0.18976578,0.012465814371323082,0.5891311388235445,0.29409131602506716,Naive/resting T cell
KLF10,2.4984012,0.14721432,0.012475495516861048,0.5891311388235445,0.37399283795881827,Naive/resting T cell
JUN,2.495183,0.14557832,0.012589218109647336,0.5936007084427652,0.48724261414503134,Naive/resting T cell
SP100,2.4837384,0.08264214,0.013001130166337686,0.6097190847937602,0.7840196956132498,Naive/resting T cell
UNC93B1,2.483511,0.18891586,0.013009430343928562,0.6097190847937602,0.29386750223813785,Naive/resting T cell
H3F3B,2.4756553,0.07460079,0.013299191551018734,0.6204960135947571,0.8227394807520143,Naive/resting T cell
TNFSF13,2.474064,0.3091121,0.013358569208537103,0.6223333439665788,0.18285586392121755,Naive/resting T cell
LPAR6,2.4691634,0.30850384,0.013542939348255961,0.6299794805945075,0.17949865711727842,Naive/resting T cell
PTPN6,2.4669302,0.18231536,0.013627691560367994,0.6329757632218685,0.2925246195165622,Naive/resting T cell
RNF166,2.4615269,0.17848183,0.013834702813611245,0.640678499344616,0.3005819158460161,Naive/resting T cell
ATP10A,2.4595292,0.26849425,0.013911943737416744,0.643298200755437,0.20658012533572068,Naive/resting T cell
CLIC1,2.4578543,0.24361466,0.013976989719619417,0.6443670985854026,0.23791405550581915,Naive/resting T cell
CASP4,2.4561954,0.16152237,0.014041680705477521,0.6454610096816256,0.3238585496866607,Naive/resting T cell
RPS10,2.4531448,0.2141017,0.014161333800102547,0.6500010440401051,0.25,Naive/resting T cell
AC023424.3,2.4494162,0.15195285,0.01430879760878437,0.6553383893094061,0.4053267681289167,Naive/resting T cell
FCGRT,2.449141,0.1728138,0.014319733442493451,0.6553383893094061,0.3218442256042972,Naive/resting T cell
FKBP1A,2.4483397,0.21356156,0.014351632032584325,0.655833757494896,0.2421665174574754,Naive/resting T cell
C9orf72,2.4442482,0.076175384,0.01451543609927092,0.6604098997212149,0.8287824529991047,Naive/resting T cell
ZFP36,2.442051,0.15581505,0.014604083546203711,0.6615927545975112,0.416965085049239,Naive/resting T cell
PPIA,2.442023,0.15903479,0.014605212802329376,0.6615927545975112,0.34400179051029545,Naive/resting T cell
RPS13,2.4318624,0.1385134,0.01502141103588465,0.6765622741695597,0.4429274843330349,Naive/resting T cell
CALR,2.4314158,0.29314286,0.015039942793763214,0.6765622741695597,0.18128916741271262,Naive/resting T cell
HLA-DMB,2.4307857,0.18544549,0.015066120051397972,0.6765622741695597,0.317591763652641,Naive/resting T cell
SEC62,2.425534,0.105642885,0.015285885003372184,0.6839154726716025,0.5711727842435094,Naive/resting T cell
AC004687.1,2.4223957,0.21331865,0.01541855289570697,0.6874288912813766,0.25111906893464636,Naive/resting T cell
RPL12,2.420968,0.13656038,0.015479237091590456,0.6891471506298927,0.41942703670546105,Naive/resting T cell
MEF2C,2.4152536,0.07528936,0.015724253044346034,0.69633136355143,0.8238585496866607,Naive/resting T cell
CKAP4,2.4083033,0.17583445,0.016026866591746514,0.7064533829109795,0.3070725156669651,Naive/resting T cell
OGFR,2.4051847,0.15373993,0.01616429042798509,0.711503137367604,0.3495971351835273,Naive/resting T cell
PRMT2,2.399291,0.15055174,0.016426855784558284,0.7210208067918953,0.35877350044762757,Naive/resting T cell
BRD7,2.3972733,0.1412777,0.01651760323916125,0.723767575958447,0.3789167412712623,Naive/resting T cell
CD37,2.394418,0.18820862,0.016646764941321755,0.7261168179696286,0.29565801253357205,Naive/resting T cell
RABL6,2.394135,0.15722279,0.016659621080665644,0.7261168179696286,0.30125335720680396,Naive/resting T cell
PLXNB2,2.393062,0.14789777,0.01670840867418918,0.7272247243926815,0.364816472694718,Naive/resting T cell
TPI1,2.383033,0.19716592,0.017170648277296457,0.7452588206268699,0.276857654431513,Naive/resting T cell
HLA-DMA,2.3778052,0.18096,0.017416020026545055,0.7527590878140029,0.288272157564906,Naive/resting T cell
TGFBI,2.3770475,0.14680786,0.017451835045993423,0.7532608968534192,0.3710832587287377,Naive/resting T cell
SRGAP2C,2.375273,0.14232972,0.017535970436369733,0.7551575208863479,0.3914503133393017,Naive/resting T cell
TRIOBP,2.3702526,0.18904454,0.017775936512312008,0.7613609873288218,0.2473142345568487,Naive/resting T cell
CALM3,2.3677683,0.35155597,0.01789574133378087,0.7649937778945889,0.14301700984780663,Naive/resting T cell
ARHGAP45,2.3668432,0.17199332,0.017940536079624664,0.7658566293524274,0.3213965980304387,Naive/resting T cell
BAZ2A,2.3661532,0.124097764,0.017974002959648953,0.7662342083620212,0.45501342882721574,Naive/resting T cell
CLEC2B,2.3612363,0.16245681,0.018214114824933163,0.7735418071760257,0.35094001790510293,Naive/resting T cell
H1FX,2.361117,0.20050336,0.01821999179498801,0.7735418071760257,0.2625335720680394,Naive/resting T cell
JUND,2.3519132,0.14055519,0.01867713315780737,0.7875777559227173,0.3621307072515667,Naive/resting T cell
CFP,2.3508046,0.2052323,0.018732867606353704,0.7888590526518636,0.24865711727842435,Naive/resting T cell
VASP,2.34907,0.12461107,0.018820369933115238,0.791472854484522,0.416965085049239,Naive/resting T cell
MAN2B1,2.335747,0.13892587,0.019504426896318754,0.8147352550515968,0.4277081468218442,Naive/resting T cell
EIF5A,2.3240592,0.3234857,0.020122323593851427,0.8360570230182328,0.15264100268576544,Naive/resting T cell
C1GALT1,2.321858,0.15920831,0.020240585549634774,0.8387310549995128,0.3005819158460161,Naive/resting T cell
HMGB1,2.313799,0.07813553,0.02067875983774359,0.8500964414142411,0.6779319606087735,Naive/resting T cell
SP140L,2.307594,0.21101676,0.02102172989864371,0.8603981066502987,0.24350940017905104,Naive/resting T cell
SRRM1,2.3073506,0.10378948,0.021035275758686422,0.8603981066502987,0.526857654431513,Naive/resting T cell
AC022217.3,2.3003163,0.08063869,0.02143029913800848,0.8752111668960944,0.7587287376902417,Naive/resting T cell
BCL11A,2.2878509,0.21248253,0.022146204928103385,0.8973826788575225,0.2392569382273948,Naive/resting T cell
TMEM176B,2.2776384,0.2030583,0.02274812892851757,0.916624836433841,0.2522381378692927,Naive/resting T cell
DRAP1,2.2627802,0.4174945,0.023649236746994446,0.9423357843360656,0.11727842435094002,Naive/resting T cell
CLASRP,2.2537322,0.1403236,0.024213019645811205,0.959884294748592,0.39928379588182633,Naive/resting T cell
CDK11B,2.252827,0.16077444,0.02427005875046823,0.9609214100694291,0.29588182632050136,Naive/resting T cell
LGALS9,2.249262,0.29284865,0.024495831432816802,0.9686280485251066,0.1788272157564906,Naive/resting T cell
MED15,2.2467935,0.11534328,0.0246532192901351,0.9703113315061317,0.41271262309758283,Naive/resting T cell
PSMF1,2.2462792,0.13078849,0.02468612910458163,0.9703113315061317,0.41629364368845123,Naive/resting T cell
TEX14,2.240477,0.13396028,0.025059964452430684,0.98343769704873,0.508952551477171,Naive/resting T cell
PCBP1,2.2357318,0.21926649,0.025369346841102317,0.9905822756525774,0.21150402864816473,Naive/resting T cell
CTSZ,2.2335904,0.14615491,0.02551003773253564,0.9948275366372294,0.35989256938227393,Naive/resting T cell
SYNGR2,2.2252083,0.2880312,0.026067261529575562,1.0,0.16763652641002685,Naive/resting T cell
P4HB,2.2199605,0.14468582,0.02642145293772072,1.0,0.32072515666965085,Naive/resting T cell
AC004551.1,2.2189236,1.3467978,0.026491919741867345,1.0,0.044762757385854966,Naive/resting T cell
PRRC2C,2.2173166,0.06801282,0.026601464143780913,1.0,0.8059534467323187,Naive/resting T cell
TLN1,2.2073314,0.084834486,0.027290913720459935,1.0,0.5373769024171889,Naive/resting T cell
NONO,2.2070084,0.19617313,0.02731347129853215,1.0,0.2540286481647269,Naive/resting T cell
TBK1,2.2028732,0.08433603,0.027603688442958563,1.0,0.590420769919427,Naive/resting T cell
CORO1A,2.2007477,0.10365187,0.02775388711790869,1.0,0.46486123545210384,Naive/resting T cell
EVI2B,2.1985345,0.1452793,0.027911033809593918,1.0,0.32609668755595345,Naive/resting T cell
ARL6IP5,2.1862924,0.1258336,0.02879422317682107,1.0,0.42166517457475383,Naive/resting T cell
BRD2,2.1816587,0.12703903,0.02913473444804581,1.0,0.39659803043867503,Naive/resting T cell
HERPUD1,2.1816308,0.10971439,0.029136796176680288,1.0,0.4735899731423456,Naive/resting T cell
LCP2,2.1803706,0.0795003,0.029229999360811106,1.0,0.6716651745747538,Naive/resting T cell
LINC00910,2.170541,0.20084876,0.02996588856203253,1.0,0.2562667860340197,Naive/resting T cell
AL157871.4,2.1642404,0.37075353,0.03044590313205116,1.0,0.14905998209489704,Naive/resting T cell
RBM17,2.1587374,0.13173985,0.030870545652106982,1.0,0.33370635631154877,Naive/resting T cell
ERAP1,2.1508975,0.13414739,0.03148428346938074,1.0,0.30550581915846015,Naive/resting T cell
IER2,2.1427069,0.09846428,0.032136643094095634,1.0,0.5326768128916741,Naive/resting T cell
MYL12B,2.1419053,0.20830165,0.03220109947228159,1.0,0.21418979409131603,Naive/resting T cell
RPL10A,2.139469,0.14251405,0.03239771469190023,1.0,0.3663831692032229,Naive/resting T cell
PDE4B,2.1388707,0.12541689,0.03244614050842759,1.0,0.40420769919427035,Naive/resting T cell
ID2,2.132287,0.14239745,0.03298325739265519,1.0,0.39995523724261417,Naive/resting T cell
FXYD5,2.1313062,0.15560421,0.03306393611195996,1.0,0.3023724261414503,Naive/resting T cell
SH2B3,2.119929,0.111835025,0.03401201870102368,1.0,0.45792300805729635,Naive/resting T cell
PARP12,2.118705,0.16382498,0.034115409603972954,1.0,0.30102954341987465,Naive/resting T cell
NMT1,2.1172454,0.18066674,0.03423902135080691,1.0,0.25962399283795884,Naive/resting T cell
SMAD4,2.1150444,0.10574787,0.03442617606960846,1.0,0.44628469113697405,Naive/resting T cell
LAMP2,2.1133175,0.13450143,0.03457359510444058,1.0,0.3249776186213071,Naive/resting T cell
DEK,2.1096091,0.07921903,0.034892046337664184,1.0,0.6745747538048343,Naive/resting T cell
S100A10,2.1092463,0.12875631,0.034923340719167216,1.0,0.4326320501342883,Naive/resting T cell
PABPN1,2.1091344,0.20895675,0.03493297457972531,1.0,0.2421665174574754,Naive/resting T cell
